	gt	frac
0	97	0.14926858389948597
1	89	0.09956091936454486
2	98	0.18549388592142768
3	98	0.13491393588122538
4	44	0.09216951643290927
5	8	0.025301365318275322
6	19	0.027405806452980134
7	8	0.021379020133405
8	2	0.010868500095145797
9	28	0.028684478673582772
10	58	0.04488281325485642
11	14	0.009734368693853052
12	41	0.05613512119512039
13	17	0.1349983753815963
14	15	0.031300480946479546
15	32	0.06903273811313643
16	45	0.050739177490959846
17	0	0.04278892308642111
18	2	0.045345973326775396
19	3	0.06172959644113549
20	8	0.09464007955762946
21	5	0.04104243645052637
22	60	0.09206895335848789
23	29	0.08635844390716557
24	26	0.10501902319195777
25	12	0.015613992120072057
26	51	0.05286328973937883
27	3	0.0845105035956691
28	23	0.024480048033759676
29	77	0.10712094375668142
30	54	0.07137386636678122
31	77	0.10263899537832362
32	86	0.12931878338427655
33	36	0.0661340031893109
34	91	0.13107039879410481
35	25	0.0661299889361286
36	83	0.07385635456252526
37	26	0.032635804637933793
38	73	0.059754631334623345
39	86	0.11943510277324534
40	83	0.09556026994842773
41	68	0.0986824105950055
42	54	0.07049973162101897
43	90	0.13363134240219776
44	5	0.04611545882309589
45	45	0.06248784299435882
46	46	0.06253914193359367
47	0	0.049307275344969995
48	1	0.06496909471811951
49	81	0.1166146938418994
51	10	0.05617439486907376
53	12	0.13615277260175962
54	68	0.13286454211683535
55	3	0.01634987081010058
56	10	0.01921763018301697
57	26	0.03622781447224073
58	88	0.13937421154803092
59	44	0.09805959161166462
60	29	0.0517793784482861
61	54	0.08022092418514123
62	26	0.03848537624194717
63	53	0.06983749649825223
64	26	0.17261054023591207
65	49	0.17361887093343698
66	70	0.14058280832735542
67	60	0.04657339533287766
68	48	0.03154853687521167
69	62	0.11894285567762868
70	54	0.0625124065813587
71	19	0.05072961634782654
72	18	0.06202555733758411
73	11	0.05198357983305717
74	20	0.03831413002228956
75	27	0.07500203163482855
76	27	0.06443859759526951
77	14	0.055653924744623134
78	8	0.06786501941689309
79	14	0.04605945372580093
80	62	0.051758404082721164
81	30	0.06105834807512678
82	41	0.04664730223933621
83	27	0.024078387067080865
84	43	0.08538319745038189
85	53	0.07249808557006693
86	50	0.025525676346890496
87	38	0.06699057930888182
88	22	0.04071000855430967
89	100	0.16235081964268167
90	37	0.03741884810020508
91	92	0.09686373770658781
92	81	0.10871207130269114
93	82	0.09111328306109333
94	31	0.022185499966964978
95	55	0.1511367392260761
96	57	0.10446873149564204
97	25	0.0513484373728542
98	97	0.10229423639021096
99	85	0.1348419076577797
