	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9
0	44	0.08513535380528987	0.011326760552820912	0.004459217852690763	0.0050250670807655065	0.005531520519187694	0.005466931020661392	0.00640950024305856	0.005229064296863543	0.009398703392829959	0.03228858884641154	0.0
1	57	0.14737985957080027	0.0074369672018891044	0.004588337674888391	0.0072729126329342305	0.01078254029663479	0.014557093859661877	0.022367729272420624	0.02919580427388125	0.02523461097347615	0.025943863385013866	0.0
2	61	0.07177785563058203	0.010247076810598152	0.0050115291006231815	0.006000664896752411	0.005768508929421862	0.006144211095505647	0.00721644588098868	0.0048791688992937	0.005988137334165786	0.020522112683232608	0.0
3	46	0.23483594349974257	0.009747529148677509	0.00683774187129072	0.010010423673772476	0.011282903328744133	0.01523151272154823	0.024996311335315255	0.03670582508977305	0.045577855904341366	0.07444584042627986	0.0
4	40	0.16058263569225983	0.012677738683210742	0.0037450483070070846	0.005063307041732781	0.007368828504663796	0.010808007055516664	0.01955285411615135	0.023325293483088823	0.027332648683046322	0.050708909817842276	0.0
5	50	0.1890706145855825	0.023956712153837774	0.009166622880118647	0.011668289189823941	0.012578908224264784	0.015541274387716186	0.022550284491288427	0.022216958518331206	0.023597770105947456	0.04779379463425408	0.0
6	49	0.08162852940888343	0.00681088906678606	0.00494625820072878	0.006244709215724311	0.007058901258655468	0.007966639811775894	0.010166851172498525	0.00903935409825473	0.009220852574032185	0.02017407401042747	0.0
7	49	0.1709143383726631	0.013090903983724735	0.007771262444155904	0.010477763193875257	0.012938493234835518	0.010800925015886188	0.015272612882009918	0.027927906756734615	0.03441111956769581	0.03822335129374514	0.0
8	40	0.07689880546280625	0.00920251396401918	0.00459938507341244	0.007111956112699481	0.007657316290731348	0.00783792441942315	0.00967624514370574	0.007787853902429913	0.006133650164909996	0.016891960391475	0.0
9	68	0.16709044866527895	0.011601877424896783	0.007677157608867696	0.01508332399036786	0.016988897305593553	0.01548673670556902	0.02218340382482726	0.028719842113579856	0.026617645483904454	0.02273156420767245	0.0
10	26	0.1256922187690376	0.006219809032509021	0.00684476115159254	0.011630309081123428	0.01801629037671222	0.014654502387773344	0.01386455213310201	0.015449907075408404	0.013436342088675439	0.025575745442141206	0.0
11	45	0.13090078926893148	0.0073998874324903985	0.006815439136976832	0.009501356154732216	0.01088725934234787	0.013007564454616087	0.020278686306825642	0.024595852932518668	0.018758535126282252	0.019656208382141542	0.0
12	42	0.12427929775718746	0.006953073002656927	0.0031575250548892754	0.00625964915108394	0.010670016813195408	0.014510168429651697	0.014374955730169916	0.010110818253429793	0.01630464948429669	0.04193844183781381	0.0
13	15	0.052497873681611504	0.00604761586682202	0.0009526036965224179	0.0015391116827758239	0.001902748115531312	0.0030434762054529323	0.004203287339906518	0.006014935721730216	0.008863714208225617	0.019930380844644647	0.0
14	70	0.22166603525400136	0.006250447534651303	0.005272747933621611	0.009819291555516703	0.016036343930303426	0.023820637944425092	0.03856920422973166	0.05532224404295081	0.037577979825358064	0.02899713825744267	0.0
15	34	0.07942874634082867	0.005323273821321711	0.0021927231400333154	0.0031517956200911605	0.003961338084417403	0.004970939243337998	0.0072519140318227475	0.007239765901666275	0.01282584049835618	0.03251115599978188	0.0
16	43	0.09697972568502788	0.007520668833602603	0.004220675418800262	0.0062391865308814645	0.007150791196705159	0.007674422580651798	0.00871694428294784	0.006678384225613213	0.010408899095479216	0.038369753520346335	0.0
17	18	0.11588618214572746	0.007980561477586723	0.0024308756425665055	0.00417863741877969	0.007141345556713193	0.011161400926871172	0.012172495395426662	0.00876545460368627	0.013993992456537974	0.048061418667559266	0.0
18	85	0.12449506077807518	0.010372325577547626	0.006504197709122066	0.008962427078624168	0.013020108150408789	0.016317860690686834	0.021631338138515376	0.01994355813187782	0.014489109273735992	0.0132541360275565	0.0
19	68	0.14360124296150417	0.010010521514051813	0.006361948988452626	0.007211292930316981	0.00874932338467008	0.012455579512620473	0.0183690226174058	0.022299136322470596	0.027907922216958994	0.030236495474556806	0.0
20	50	0.14828211988975395	0.013684517777728795	0.009755188151805457	0.012970997949724089	0.014421198474489364	0.014718990402534916	0.01645657506624466	0.013529020578105958	0.014291755143417937	0.03845387634570279	0.0
21	36	0.20532570472125566	0.022352915364699744	0.01653613911113782	0.019590515029067786	0.02004325869990933	0.01939128560942442	0.024631414125741526	0.022750810853837886	0.021203708506809096	0.03882565742062807	0.0
22	22	0.06407921964128566	0.011929774344611947	0.0030681677098326706	0.0035676727707659416	0.004782809335615008	0.006579762985845667	0.007561607488615972	0.003537948299691033	0.0045144284306246766	0.01853704827568273	0.0
23	56	0.1497336202878588	0.006819862206598128	0.005557619159935503	0.011193438488743577	0.014362665059902115	0.015524040689077267	0.017389427378390446	0.019686756356547506	0.024056614992568864	0.035143195956095406	0.0
24	77	0.3044584110452041	0.011823437803792986	0.01797399460069168	0.03544462236283526	0.045179064802100766	0.03528951215736402	0.04315355162147913	0.048869596085628644	0.03655584113532128	0.03016879047599036	0.0
25	74	0.2244626324858276	0.009146079154111336	0.008810418629698877	0.015419420000416486	0.023474209677411408	0.024986077377559972	0.030682919642912164	0.033368644596708935	0.036223211170100904	0.0423516522369075	0.0
26	58	0.17145502834249557	0.011578606664932456	0.007994427462695498	0.011645167965811309	0.018181815008189977	0.019887979789557808	0.023773348960007663	0.025349660187548258	0.02120520469274981	0.03183881761100278	0.0
27	20	0.04466635707983898	0.005842995656057202	0.001549904765741447	0.0026328360693364944	0.003712936990483086	0.004275284224655506	0.004982036642346996	0.0031585155768496373	0.005617569548750067	0.012894277605618544	0.0
28	22	0.12760292944508053	0.0058240075584869745	0.004909978278714122	0.00796536455255006	0.010372836519206008	0.011504703686415683	0.015575790205122963	0.017764156012008675	0.018339483755922894	0.03534660887665316	0.0
29	65	0.23537314932222153	0.014514763285838738	0.006415317934234364	0.009049345076337539	0.012455182352887877	0.015096273978293526	0.023637295378790404	0.032904338561074734	0.040841946666035356	0.08045868608872898	0.0
30	75	0.32393579087835567	0.024605045050010238	0.0139963339444342	0.017223508461144052	0.01955371218209425	0.02431095526935259	0.03644169231942215	0.045861442838979735	0.04917913478024055	0.0927639660326779	0.0
31	87	0.2717111958239693	0.015734385998510465	0.010818117555056716	0.017954310087609997	0.02796894074236098	0.0327318895611383	0.04592781086572775	0.04613754203319802	0.03239525332557637	0.042042945654790664	0.0
32	78	0.18696616013605846	0.006419759262921775	0.0049647670446410054	0.008147771794395704	0.010812083614729417	0.014456577762296101	0.02247056633511451	0.028825389042822766	0.03523694873539682	0.055632296543740356	0.0
33	92	0.2644196983988475	0.015850152924272557	0.016263207299715015	0.026979329982196057	0.046875267553603994	0.03887263625255276	0.0373568066170448	0.03843886496573831	0.021957026364199748	0.02182640643952423	0.0
34	36	0.24184516616290408	0.009237416562346496	0.009637540521634545	0.01698827569969456	0.030169245934335738	0.030303814053166588	0.02936727501449901	0.030016312704954348	0.032242301457161796	0.05388298421511099	0.0
35	47	0.22113743262560787	0.004439419438658441	0.003173248098928994	0.006211210040331377	0.009841838317728417	0.014265109111280653	0.026052850330540986	0.042937694394995674	0.046332763273616594	0.06788329961952672	0.0
36	87	0.26387737787602344	0.008559697509954004	0.006086470922611024	0.009833002131427102	0.015303395844384855	0.020121394935342617	0.031079034282361855	0.04301364798453	0.04461969202320998	0.08526104224220202	0.0
37	36	0.08882837695052859	0.010797035218855994	0.005349623446363853	0.006350109365440013	0.0073833682847579615	0.00878012811144837	0.0093608423807556	0.008196908846968923	0.013921722236738442	0.018688639059199416	0.0
38	26	0.17997066003182943	0.00889585758119524	0.009461133561983474	0.013423286151287286	0.010901660267058487	0.012864696812784241	0.01938040291489542	0.029265315762624283	0.0274079761220433	0.04837033085795769	0.0
39	69	0.08197635257291558	0.013134293487684124	0.0067049363377855165	0.007346752018809282	0.0071282687777764545	0.0073029604081598365	0.007695070031988925	0.007534885038548208	0.009398838184173879	0.015730348287989353	0.0
40	73	0.15169786393269857	0.015844936321302218	0.007414861828921621	0.005755087132050391	0.006099715103415872	0.00804525015037919	0.012159112310108813	0.015321813538188497	0.020844910650586655	0.0602121768977453	0.0
41	82	0.2560256628193016	0.010946868664130424	0.00928211244141467	0.013069562848819688	0.014783703549242636	0.01688625035083866	0.024557045760713297	0.03352617972395264	0.0381962496836193	0.09477768979657034	0.0
42	44	0.32633158444537275	0.006911324025274007	0.006762940381877119	0.014759544036434025	0.029437212318841853	0.044900095140532406	0.05615397780953971	0.053464402693011406	0.04788295079399709	0.06605913724586511	0.0
43	46	0.2265177073245715	0.012821949563095836	0.0090713347310159	0.014397585120913162	0.02412356767402292	0.026980312381383285	0.029168814434655785	0.03877860907228388	0.03125663479105418	0.039918899556146525	0.0
44	25	0.12775381295178018	0.005425468176619406	0.002129251261273701	0.0028411929360707853	0.003964497092998799	0.006895014947470126	0.01478636344069563	0.023273740198852567	0.03216437915726947	0.036273905740529716	0.0
45	68	0.09829584110302703	0.00953417975982324	0.007330233206386413	0.00885538767205103	0.008322999536495847	0.00968664572547854	0.012033793358948025	0.010111554674208162	0.01116177259342904	0.021259274576206726	0.0
46	10	0.050852428460574264	0.0019757518395039702	0.0015886337697586222	0.0026777273522531394	0.005573996197962132	0.008328086115326469	0.008731036230936464	0.00660081637637802	0.0065931968288690575	0.008783183749586384	0.0
47	75	0.19987222952351363	0.011569275044298558	0.009038119478468703	0.012013492966164142	0.015635752044492253	0.01865534947990296	0.025588882862962153	0.036570119966831516	0.04192166202857464	0.028879575651818694	0.0
48	68	0.1755645402036715	0.013810311718007517	0.01217345019331545	0.023900559721684388	0.02921569341080449	0.018822751772506655	0.016535435572933677	0.01887862679476764	0.019801964377748962	0.02242574664190269	0.0
49	38	0.0656109442800916	0.006823907700445778	0.0020369826698231953	0.0038094035196099526	0.005439000470657408	0.006089361917518823	0.006679074940705042	0.006001648587431298	0.00859113536962648	0.02014042910427362	0.0
50	69	0.2507814600045484	0.020645633111701374	0.013886384020424629	0.018128381364631657	0.025350760606081067	0.03071763780602301	0.03666692597386488	0.0388562769493825	0.03237911630264534	0.034150343869793924	0.0
51	22	0.034450982548142564	0.008064899906167012	0.0024298792211994644	0.003780465927031923	0.00493829357118762	0.003918387789495555	0.003753343085606024	0.0009564880382394365	0.0020616728924167283	0.004547552116798804	0.0
52	13	0.06409360653879956	0.008353068664875691	0.0026488637066967146	0.0029069385196311024	0.004018408694171787	0.006138394767486044	0.008958772405244265	0.009001941373709564	0.01063855288252881	0.011428665524455577	0.0
53	64	0.34948459279079924	0.010101757154900002	0.006104793091063333	0.008740328630286459	0.013682147134990462	0.02072094042377213	0.03558889943242863	0.05329181233083695	0.06395624693493931	0.13729766765758203	0.0
54	44	0.141697257650717	0.009839886541790702	0.0035322421118692835	0.005146174827623178	0.007762942877217624	0.01147278549188517	0.019431302983416755	0.022839763934150173	0.025051244824925704	0.03662091405783841	0.0
55	55	0.2104970322901193	0.011138725964235926	0.006079234370706264	0.008750108470178933	0.012163441309630731	0.011706384770135943	0.013393028738394014	0.018491024926885057	0.02599575347704431	0.10277933026290811	0.0
56	39	0.1643829378631206	0.005338829725493736	0.00267912839682003	0.005142111949511632	0.0077966109180822776	0.011306371221701764	0.019050033909324027	0.028326461264505845	0.03192954261878857	0.05281384785889273	0.0
57	32	0.084955492278356	0.0102141087819006	0.002443239361570123	0.0034586660891386353	0.0051829779951056585	0.009444764160399676	0.015570458697854044	0.01457666151377723	0.011832998489544153	0.012231617189065881	0.0
58	30	0.1522739674630553	0.008937124057901476	0.003970986997738428	0.005800802588251464	0.0075200369471459284	0.011246250742133264	0.01932602488427281	0.03349574305987317	0.03366118475442173	0.028315813431317026	0.0
59	52	0.15708165569833313	0.010556631455258338	0.009289898035683999	0.012841735510829894	0.01412976335343007	0.012806239242334677	0.014562130858449852	0.01790571767927226	0.022626603400931086	0.04236293616214296	0.0
60	45	0.1873897024952436	0.02097698007775401	0.014552739633573609	0.014618541072318338	0.013638510471862722	0.013396008902932289	0.0174761735214328	0.021628070703104945	0.02526525488022236	0.04583742323204251	0.0
61	45	0.1942585572958011	0.01240849248276895	0.008520452919948327	0.011537309821108163	0.014998398940930363	0.01836115042455934	0.024508044960909525	0.03604251311722672	0.035429743231709	0.032452451396640714	0.0
62	50	0.08998255634137567	0.008513140479861476	0.003629511210807698	0.005336598699327957	0.00597879354945775	0.008481943377011027	0.012469742765974184	0.011818548451449999	0.011924862645411205	0.02182941516207436	0.0
63	53	0.11200158587127385	0.011304426441992088	0.008028521341525565	0.010027960369879078	0.01119704578152748	0.010808500912961717	0.011137600078357759	0.011834219869218003	0.013090102387887347	0.0245732086879248	0.0
64	55	0.16240696303513794	0.007767224795769401	0.004494470982217601	0.007509901303064165	0.01208650468514988	0.01586300132822793	0.02181120905427769	0.02465481672948397	0.03274892116482108	0.035470912992126215	0.0
65	24	0.18365721396038936	0.007355862157778551	0.007167976571852556	0.011388845802320458	0.0163534411802954	0.018327637664804133	0.022184935338775382	0.024422862848740894	0.02690705095143426	0.04954860144438773	0.0
66	70	0.24562297183447432	0.01049993104476592	0.01071882900882578	0.017657249598175707	0.027362988839802316	0.027877078634336486	0.03446112538092488	0.04178155350907496	0.03764653464710896	0.03761768117145931	0.0
67	54	0.23699505881856936	0.012480616581262201	0.011341433699409074	0.01705922818027827	0.019175630321268986	0.02151531173304892	0.03243939694227342	0.04278242216953801	0.03854836418928726	0.04165265500220324	0.0
68	57	0.1518528488322523	0.005574396464687605	0.004277307609698859	0.007291131842458463	0.012485283771559413	0.015658988931029974	0.02114916874476813	0.02326713152469082	0.02480934126561108	0.037340098677747985	0.0
69	58	0.27276496828975516	0.016952815243148546	0.010247116986415207	0.012144376420891327	0.014574808849025542	0.01960185846364714	0.028661324630424666	0.034904643246719186	0.04064363697492084	0.09503438747456269	0.0
70	81	0.17880349183249328	0.009083064367980492	0.010380803121927558	0.0157258881740428	0.019069743312152766	0.024220360200889454	0.029696312712495614	0.02315141652532267	0.021246046717850374	0.026229856699831567	0.0
71	67	0.1808179682537833	0.009484791811289158	0.01076805995889702	0.01834437779623195	0.024574502694649433	0.022073003504293375	0.025036999216469583	0.0212868421055243	0.0188919172991699	0.030357473867258587	0.0
72	44	0.13188080421342951	0.008963827965254828	0.004492055359342614	0.0067604801150761866	0.008665294901470525	0.011404745944331393	0.019279018674407657	0.026081911214184246	0.024870576165178314	0.021362893874183754	0.0
73	61	0.15301706514942476	0.011110345117950128	0.01080087855331474	0.017112384287005844	0.01780251575363774	0.019805962980388996	0.022326683173578485	0.013944115813293443	0.009947362591038882	0.03016681687921649	0.0
74	47	0.08678827227657124	0.0038496275110244445	0.0032645977920620784	0.005157095563903323	0.007748918429037285	0.010120662034243446	0.014401071343895691	0.012218761841211519	0.012066083731788572	0.01796145402940489	0.0
75	92	0.23885893721919332	0.024945170594970006	0.011423923540317791	0.013481339493679696	0.015837323135978812	0.020481767273228185	0.03201315858474327	0.03823772700220546	0.03571087573365257	0.04672765186041754	0.0
76	90	0.2830877148464401	0.012683107356382495	0.013899822099900774	0.021470331953106873	0.03275301230713576	0.04299484728868067	0.04440426212499541	0.04578363095835432	0.03474081172597775	0.03435788903190603	0.0
77	53	0.21401370373833395	0.018790680317743808	0.012608011668306746	0.015387027356858093	0.019676256285936628	0.021567615144969927	0.0280188476283192	0.03135651942786738	0.0295197991021214	0.0370889468062108	0.0
