	gt	frac
0	68	0.07725562743281024
1	20	0.09894192452388191
2	43	0.10051580431922258
3	8	0.047735888730711024
4	17	0.04735902595154818
5	37	0.06178016403773284
6	0	0.05026023689753592
7	23	0.04917811857519745
8	20	0.06380302016396407
9	27	0.06298738027748856
10	50	0.11505571776535503
11	17	0.055000076744312176
12	12	0.0812865891177634
13	50	0.128210510627275
14	60	0.1416192361675483
15	34	0.11341468802722285
16	40	0.062112697155749456
17	34	0.11542327828657913
18	29	0.07434337709482008
19	41	0.08406085536031352
20	72	0.13136380036119838
21	71	0.09370959342783654
22	55	0.0809080966638945
23	37	0.04555497188152868
24	53	0.0994828392492745
25	70	0.10025075506578679
26	38	0.06982753020821798
27	68	0.08504125949281963
28	23	0.12425828657214683
29	58	0.10966595943208393
30	50	0.12556887451997797
31	34	0.06146404448892125
32	8	0.04778857650764773
33	38	0.04984674849103153
34	72	0.08730147864081143
35	19	0.027250726842222725
36	15	0.0982684182460063
37	66	0.05757844175833789
38	21	0.11898850681593273
39	28	0.05848515193764439
40	45	0.11834967854343449
41	65	0.11119304379040104
42	31	0.034072943517788765
43	49	0.11206278244238813
44	15	0.041917989312482765
45	58	0.12703871981271908
46	80	0.1242272384963432
47	60	0.07274762029160275
48	100	0.09348581337731554
49	35	0.13203237370809345
50	13	0.057044573372691185
51	68	0.05994303188717025
52	94	0.09104865313085928
53	58	0.10516474689528979
54	11	0.10477308497730539
55	20	0.05271727254783299
56	9	0.05807805278084967
57	59	0.037958229193861534
58	42	0.15540331594299445
59	16	0.033677363753772824
60	77	0.11928246528345632
61	83	0.12083168114671555
62	1	0.05456348907288195
63	21	0.07305344918994958
64	30	0.06570917080864114
65	2	0.0237718778355983
66	49	0.07630353170245043
67	16	0.08165317987789684
68	22	0.1034703988393817
69	81	0.06996260644516444
70	69	0.1260724785179731
71	57	0.06687623844482428
72	60	0.12459259321258485
73	64	0.10396617193577032
74	15	0.0642910133944818
75	31	0.13256974605598645
76	67	0.12279588163631715
77	13	0.09343184196670205
78	35	0.11146010608193778
79	8	0.04147084168601694
80	67	0.1059771130700983
81	42	0.05172250583663536
82	11	0.10910727055453323
83	36	0.06531646151715448
84	57	0.08257677499811039
85	27	0.13139799638264238
86	69	0.11600942889348513
87	24	0.07121859714004965
88	27	0.05455005191420344
89	41	0.1493112978695409
90	57	0.09336296983602765
91	78	0.09615623270670773
92	26	0.06827529774378222
93	67	0.12597606435385908
94	34	0.09401894409423793
95	27	0.041375139892521964
96	75	0.1314296820067531
97	85	0.13517848072839528
98	51	0.07359496232209364
99	12	0.05324593122514583
