	gt	frac
0	29	0.05785837871444825
1	42	0.07646020799199083
2	68	0.09645528807408224
3	39	0.09779493263477211
4	76	0.11407340541335514
5	41	0.08325349263813703
6	39	0.07525042067882273
7	40	0.1063994758062827
8	33	0.03907192031380506
9	33	0.06641136992056182
10	52	0.11043981221591034
11	37	0.1139516153295334
12	61	0.07932763271260374
13	71	0.07733166564398786
14	44	0.09573897644879284
15	34	0.056182162092788465
16	70	0.12836372075228603
17	52	0.05546361349022526
18	29	0.14311738142524683
19	27	0.03465461352781962
20	46	0.1109629426234692
21	76	0.08595301439782306
22	51	0.13694104741888385
23	47	0.10609250978768849
24	52	0.12925593599530683
25	66	0.09857758277738338
26	31	0.073743366473237
27	57	0.102604917178866
28	73	0.11280686685808358
29	65	0.05392073838594666
30	18	0.07906185018525058
31	24	0.07193068379539999
32	35	0.11668345568120472
33	26	0.0882473307154911
34	80	0.14100570726401024
35	38	0.05033455218043191
36	49	0.08681205301840009
37	85	0.11802509767691886
38	48	0.06568660783731295
39	0	0.03616388765312259
40	62	0.08069267066612146
41	69	0.11167512885846252
42	90	0.0983134006301617
43	31	0.09022904579000829
44	22	0.09386269755508339
45	23	0.03429192518074031
46	24	0.021205127927325297
47	25	0.06655273986510957
48	44	0.11062144638933927
49	92	0.12941669004994352
50	12	0.08649753572604493
51	15	0.07862056878957786
52	40	0.13879775549729825
53	19	0.07846220936625706
54	64	0.0642617568150412
55	41	0.04567879486144428
56	53	0.11057411717110677
57	13	0.042899176136268036
58	23	0.08414681983593812
59	43	0.06021007985407125
60	11	0.04068694331530704
61	33	0.08337646317746722
62	42	0.08335206512079815
63	40	0.055657943305461505
64	82	0.10047132816881328
65	5	0.0652877167306177
66	47	0.08510689780630022
67	35	0.06016862195928346
68	40	0.05648074065180081
69	14	0.02997592612331057
70	89	0.12311434488654027
71	39	0.0392347417269793
72	19	0.11868474015279694
73	58	0.0908705535781289
74	31	0.050117393334885414
75	37	0.034709990641102695
76	17	0.03457793595232162
77	7	0.0730385043023367
78	52	0.05643933643582279
79	27	0.058099247456218125
80	43	0.09631174401109577
81	78	0.051152538552115795
82	17	0.051037486850790265
83	14	0.0348265171395725
84	64	0.10640058342080308
85	0	0.059389764461706025
86	73	0.1256681264826215
87	12	0.025917873089893635
88	56	0.08008906287011656
89	12	0.04282984281949253
90	72	0.11523229885902428
91	3	0.011440946520381044
92	40	0.125867954260233
93	31	0.10112689051235377
94	36	0.07849002808776712
95	71	0.11827054899230738
96	56	0.1259948413261238
97	70	0.14989217736599447
98	30	0.0379451814030481
99	12	0.04172636463399604
100	34	0.10426695310712664
101	78	0.1070229731630992
102	39	0.10600635088247899
103	66	0.08844198905860248
104	67	0.11195582574859536
105	39	0.07306436146053946
106	58	0.06887692304627621
107	55	0.10389416920953715
108	39	0.10326488785574514
109	54	0.08115531665546548
110	26	0.051843768656250774
111	39	0.050898645788245864
112	13	0.0793274697335092
113	39	0.10182768529980188
114	36	0.05707727366653337
115	75	0.12094207583627015
116	53	0.06488470297536762
117	100	0.14206660647111788
118	19	0.08026252468438158
119	58	0.07906314862484737
120	14	0.05005491699015618
121	49	0.06371807991866069
122	68	0.07465970344851246
123	44	0.0632588838379886
124	50	0.08822624798370068
125	46	0.09065268836915283
126	71	0.11944572371529077
127	36	0.05862466508289399
128	50	0.09018170318330648
129	56	0.11429255887728415
130	39	0.0930061034270544
131	23	0.058372848098073804
132	68	0.10833781359015669
133	45	0.09835866557720371
134	63	0.09607348034754501
135	79	0.09924942198616372
136	37	0.03850053777333839
137	36	0.061842682051115525
138	44	0.08172384243478611
139	44	0.09341541526112225
140	62	0.12557535270869769
141	52	0.16008822447264703
142	43	0.03418796417675199
143	49	0.0915727388458342
144	29	0.04543382191237843
145	30	0.06506797116192489
146	76	0.13602680740232853
147	24	0.09740563035990311
148	0	0.027205258534468847
149	26	0.09804431608687539
150	12	0.011042393064286721
151	33	0.06116545538676521
152	28	0.055244176881919065
153	35	0.08730126674236519
154	47	0.10577573525641783
155	44	0.0877105878246347
156	44	0.1439008772581768
157	11	0.019568888398159748
158	51	0.06692735052238363
159	19	0.057019485434329664
160	63	0.05398763919793615
161	65	0.07204321067399752
162	45	0.07921001863323207
163	82	0.14231243994473075
164	75	0.12197599925661494
165	24	0.07499984677845822
166	16	0.07757466938632938
167	59	0.12133327703353866
168	64	0.1067567075213498
169	21	0.08554007028422306
170	23	0.049815259086276716
171	49	0.09183237078766948
172	66	0.10424564139062192
173	27	0.10815064664801288
174	29	0.06808855723187243
175	32	0.08900939920783618
176	33	0.07716825315534878
177	67	0.08777820070328288
178	9	0.0579017841643229
179	15	0.08200486460913511
180	11	0.08341329136253436
181	75	0.07725871312783354
182	10	0.039974524296930186
183	45	0.09210188861925507
184	86	0.10018457176382929
185	59	0.11911059284475892
186	87	0.10606283100679212
187	26	0.08044238049253688
188	19	0.039714209648247546
189	36	0.11353224842573742
190	81	0.060958962027360564
191	45	0.10285834309529271
192	46	0.046113593941261556
193	40	0.047759232819615555
194	24	0.05424883810871851
195	19	0.05150645342525308
196	22	0.055434526667918885
197	46	0.04962381221745679
198	32	0.04796051714644292
199	67	0.1130119941653226
