	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9
0	68	0.14660341339884478	0.014094993365889878	0.008805853128400716	0.01027043937321315	0.012787168498213711	0.014124783823880445	0.019322798801836173	0.020750436935666753	0.01945972268273497	0.026987216789008985	0.0
1	20	0.2014009957379429	0.013667266044469564	0.0086813606358823	0.012271594746631077	0.016810140837445895	0.01836884661017175	0.024700877315188843	0.02679046501444434	0.027630796696668056	0.05247964783704105	0.0
2	43	0.20344609918739004	0.008930256688057553	0.006022054570026379	0.009969900013197927	0.014370838275045778	0.01807242455526133	0.02592812953224314	0.032174511943474406	0.03504339991264518	0.052934583697438364	0.0
3	8	0.13232325092433567	0.0072060735740383935	0.0028940953830973357	0.004463751548583172	0.006392715474643533	0.009137509552673275	0.013217315653002633	0.014524596501808408	0.018862137050528326	0.055625056185960586	0.0
4	17	0.09210106999484238	0.009130930232790069	0.004677311156165666	0.007064287960798839	0.009379496515203352	0.009613377431908657	0.010902118884481636	0.010399745159155689	0.013101514368339486	0.017832288285998997	0.0
5	37	0.13275519356033444	0.009629413266900729	0.004788606351607166	0.007002843847079186	0.010132006513207613	0.012310176810551816	0.015478969873987104	0.016856166992907134	0.01891334837545367	0.03764366152864003	0.0
6	0	0.09217024547276094	0.008506046067558858	0.003224752949975159	0.0049185811662053845	0.007552688096604745	0.009869724141601031	0.01328131834434107	0.014637925148783686	0.016537874596028197	0.01364133496166281	0.0
7	23	0.08713588905746557	0.009956957158149614	0.00505992726487849	0.006937208066209932	0.008040692764280726	0.00940596753621965	0.012945768406424103	0.011848481802063045	0.012224283185866318	0.010716602873373691	0.0
8	20	0.15114491395369817	0.0070472007560332	0.003104412223655542	0.0048335459609537956	0.006619787366573555	0.009578482091579063	0.0167803884243129	0.02599081632054475	0.031178540165889668	0.0460117406441557	0.0
9	27	0.13647519813120867	0.00955869822568687	0.004968760450299391	0.008146346531333691	0.00984191731753725	0.010944851998647321	0.016561185805115862	0.01749307862485443	0.014229716420280862	0.04473064275745299	0.0
10	50	0.2878211738359555	0.012366244486278759	0.008156970780018261	0.012402586610359308	0.018229406754535257	0.021725256140814733	0.028076138097399755	0.03462233016224598	0.03245207471643849	0.11979016608786494	0.0
11	17	0.11477638413602179	0.011340319458994549	0.005542168240705725	0.007687468906167097	0.010817479554521258	0.010545501957186077	0.012426977864963048	0.013522648461474697	0.011432708619137007	0.03146111107287233	0.0
12	12	0.14691539427129024	0.008980687595289546	0.004688999831668242	0.0078042068426070685	0.011316335308230865	0.015182724466257243	0.022614855461786834	0.024368467038881396	0.020876405056734652	0.0310827126698344	0.0
13	50	0.27079256817237785	0.022989835031767283	0.012646460847669596	0.015980207175801273	0.020480523211183932	0.02356138826969216	0.03192258378213615	0.03626580818846151	0.04252193155439192	0.064423830111274	0.0
14	60	0.24225495847165918	0.02164953673770673	0.011375088751372093	0.015296247249295895	0.020529480803534755	0.025030342510514402	0.03816095923631739	0.04260220636788585	0.032387139240218625	0.035223957574813426	0.0
15	34	0.20515395452764545	0.017357794081472214	0.009918437848525875	0.012970524918631314	0.019131879592730126	0.023613011913246308	0.028673797688564963	0.02902547391405013	0.023732019202919466	0.04073101536750505	0.0
16	40	0.11289791355966952	0.009333880596286141	0.0039237921320501926	0.005608189384304522	0.008548352975505975	0.01186862863350805	0.016922391192343428	0.019165134970087483	0.017792737188537563	0.019734806487046154	0.0
17	34	0.18291198018221028	0.01126422168624863	0.008202843162177155	0.013931657665544214	0.018027116063042435	0.022812578078802916	0.03171831847083213	0.028933608008357432	0.02973910528533611	0.01828253176186928	0.0
18	29	0.15195140812083485	0.013738297807193097	0.007180251922007807	0.008789296749268215	0.011937054448716195	0.014601420481736817	0.0197727177469719	0.01924288766812696	0.015394381412286641	0.04129509988452722	0.0
19	41	0.14867743405352732	0.01232537105627236	0.007583332383563958	0.008833036587878238	0.01140718113714303	0.015229028365127018	0.02267283170736406	0.02591877756280117	0.021354293821511078	0.023353581431866402	0.0
20	72	0.22907883342568064	0.014507479773782597	0.009347185796939805	0.013562360672197432	0.019747246187148213	0.024133003131814282	0.034029456886546246	0.03989173348349222	0.03255793977179293	0.04130242772196688	0.0
21	71	0.17028788670649053	0.016469331843674183	0.010522580883553364	0.014616340972022676	0.018015964696310394	0.021154348948914017	0.021265455923607002	0.018657482886982456	0.018260323890067473	0.03132605666135897	0.0
22	55	0.16511347837592524	0.015819039152497823	0.009967735807641013	0.012687760232983417	0.014660747893687768	0.016165235491291074	0.019409999341313048	0.017984353704619184	0.020600508684481683	0.037818098067410245	0.0
23	37	0.08808389906632846	0.018030303390456446	0.006068898064797875	0.006827312952454265	0.008281420502747968	0.009190373442210836	0.01073027694768348	0.01052558803643213	0.009069263283641691	0.009360462445903769	0.0
24	53	0.21262383422210285	0.017020315326547335	0.013508007902437474	0.020005193830694806	0.02381176924960239	0.019271189505641807	0.018592362105751978	0.017802324557583505	0.026370826421779583	0.05624184532206397	0.0
25	70	0.18107083428666582	0.0395884265310766	0.020876604375699236	0.02081850042307308	0.021971495947709405	0.021738446444246523	0.021351447232322986	0.014370865018434788	0.01069835742945445	0.009656690884648732	0.0
26	38	0.1246436949701073	0.01715143411939407	0.008986820783607468	0.008946035162123403	0.010620835866538817	0.013203130818622257	0.017834998680624395	0.019222529680309106	0.015844851608993706	0.012833058249894096	0.0
27	68	0.1644658616208082	0.021661969929833987	0.010209009336434087	0.011948760951696748	0.01414746180378168	0.016273055583660153	0.021469299427860848	0.02120268172582019	0.02096026423808895	0.026593358623631574	0.0
28	23	0.23070366948517873	0.013478028502064004	0.010620667445313642	0.017107742842889077	0.025308252753284896	0.027501877397920024	0.026932732982970137	0.027407680595082688	0.02911196317974743	0.05323472378590685	0.0
29	58	0.1855038615788797	0.014416683497737604	0.008707603157714235	0.012321324609603453	0.016693618216494937	0.01969524494406749	0.0260672942710067	0.03488847739091134	0.0339779589627269	0.018735656528617032	0.0
30	50	0.23488596005797802	0.027462096787250027	0.015624279220899609	0.01932919859894726	0.02434176716766428	0.025759025992997057	0.030737652484719012	0.02540123027565036	0.021563195749832034	0.044667513780018375	0.0
31	34	0.1421982726045993	0.025586048747756947	0.0093820587249983	0.010267925750761443	0.010987073066058582	0.011491170109203723	0.014193038307327342	0.014524837255570165	0.017236848130273236	0.02852927251264957	0.0
32	8	0.09079424813606704	0.011354109208641846	0.006413674567308614	0.007081029825624592	0.00816032321143842	0.008746950878488358	0.012103379958349775	0.011696892633746587	0.009780526607283374	0.015457361245185472	0.0
33	38	0.10399928158110427	0.008546609539681619	0.004260487630745191	0.006585148193413198	0.007986917121556128	0.009352000620226765	0.01216846025294432	0.013754222302891125	0.016155115732812204	0.025190320186833717	0.0
34	72	0.22088051818240226	0.01641119606871425	0.008039792845358587	0.010381741539349192	0.013952680592124803	0.015559700585686637	0.020890620265627765	0.02651673565802303	0.03237350416344412	0.07675454646407387	0.0
35	19	0.06679046015692951	0.008570014584001907	0.0036872356001366644	0.004056756512137436	0.0038500157293557694	0.004841997546401378	0.0066029308943558514	0.007899026159972292	0.011578321921831268	0.01570416120873695	0.0
36	15	0.15986110992355437	0.00890497752658336	0.005191209841836327	0.007600609868996381	0.01173756467468465	0.016616785338042065	0.02598354352694269	0.036329914837340514	0.025982558800137036	0.021513945508991352	0.0
37	66	0.09812097224421909	0.010978291236042	0.006428550472093159	0.008440015763976664	0.010708601020775043	0.01217016537312084	0.013900070873855908	0.012359588726609437	0.013404132674046297	0.009731556103699763	0.0
38	21	0.2076529609286996	0.014160698696673513	0.008601929403606191	0.01130135911052899	0.01611056879571838	0.01924609564058264	0.029417495468161046	0.042912987800941674	0.03570886617844102	0.030192959834046122	0.0
39	28	0.115816648669651	0.008860740795860812	0.005484215425029935	0.007778359378332418	0.007097736978723729	0.010059493009787056	0.015337173470410827	0.018212389100390358	0.01909383698465541	0.023892703526460453	0.0
40	45	0.17826856500263	0.011408565923393638	0.007416916775867052	0.012151541750292434	0.019292655150686903	0.023884218389927873	0.0294395320993331	0.03358173115319418	0.022338437816144904	0.0187549659437899	0.0
41	65	0.2019890776722188	0.01672577322902098	0.011410598817814348	0.014382500587355889	0.016548881761413402	0.019555110747008067	0.029038817024919873	0.0316677336697038	0.02826262172098823	0.03439704011399419	0.0
42	31	0.06711455016720491	0.009489462626683829	0.004144026949775201	0.005634051382301605	0.006691775053529862	0.0072841921595916456	0.00859924566689343	0.005863679255472227	0.006322018034507942	0.013086099038449171	0.0
43	49	0.2334309314539307	0.01640545058266228	0.014007427679680856	0.019042530391262903	0.020060706871218865	0.02018670401360504	0.024684759726336436	0.028088081439964885	0.033760477124451196	0.05719479362474822	0.0
44	15	0.08519746211352866	0.008777461092016305	0.003042068863466722	0.004119224993300662	0.005660573421309677	0.007850651977084256	0.011796926827927174	0.012490612092861002	0.016349685238532766	0.015110257607030102	0.0
