	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13
0	44	0.0836771387345505	0.009892908255328074	0.0027296130381790225	0.0029360182844365814	0.0032738502343412313	0.003535544740906806	0.004242439740928327	0.003447239746346573	0.003576784820618254	0.00882157924616099	0.011381448876039991	0.0038831198230306575	0.014735643621617188	0.011220948306616806	0.0
1	57	0.13771381055252088	0.006406719289591346	0.0023982018372580476	0.0034071134493890856	0.00484231966783716	0.006177974877791913	0.009227143575409293	0.009720091242786133	0.015611977446966213	0.020420711477831643	0.03220914688064621	0.005139471798394598	0.01973766259505786	0.00241527641356139	0.0
2	61	0.07494291271038794	0.008807311761826572	0.0029729350334256276	0.0033779014745159213	0.003954145931559124	0.003834677974532231	0.004425998434050896	0.003914475107796976	0.004277715787417065	0.008802806731813856	0.009058791644084099	0.005191961865823726	0.008969431686821494	0.007354759276720354	0.0
3	46	0.2113919789488221	0.00832456247263288	0.0034565919857464174	0.005127327327839645	0.006686489960491522	0.006948318161729956	0.009215191535128588	0.010498882768835349	0.017528153374677967	0.023454246967953972	0.04833129370861179	0.013203595870927703	0.039114893913200784	0.019502430901045545	0.0
4	40	0.14612585407563003	0.011040318106239627	0.002503192745920571	0.002473331009664869	0.0033401420095539643	0.004309639917273205	0.006421123572477509	0.007460346482168173	0.013300713056141267	0.018702819105067235	0.02900715848386353	0.0059903000770022835	0.04107866838205841	0.0004981011281993786	0.0
5	50	0.170908640870135	0.020297701394886514	0.0057929296508722776	0.0062877201865451805	0.007799821612882424	0.007886178028912854	0.010024528388550072	0.010353075377253934	0.015731178094221893	0.01921718949744083	0.02627977172592394	0.0031020498294228394	0.019631621219234636	0.018504875863987587	0.0
6	49	0.07521464438803209	0.005689261387907253	0.002668409937154426	0.003498624859577205	0.004149819365487592	0.0043963940253862275	0.005509559388120167	0.005190387257677006	0.006977488688241291	0.008957173584305872	0.011530017820008984	0.0006434232436206194	0.008693117537130795	0.00731096729341465	0.0
7	49	0.1587639659679302	0.010604171076212776	0.004612965019039826	0.00542577319013843	0.0070433896242859395	0.008195779916746177	0.008811980316351286	0.006821619911214172	0.010740109454277957	0.015230162836088166	0.0345028632041693	0.01371803577540169	0.031692997295622694	0.0013641183483817593	0.0
8	40	0.0837458481589039	0.00817412842491996	0.002368792878263087	0.003436120728135321	0.004711432166805125	0.0049372182103797424	0.005772125681744512	0.005044560783685006	0.005947078428181938	0.011178486063325242	0.01185888034341637	0.00672773339323038	0.006759017727014833	0.0068302733298023915	0.0
9	68	0.1677624061392724	0.009584345374896618	0.004168354951138356	0.005956108823662747	0.010252087755058557	0.011582983964117628	0.011052222970922166	0.010271647199585635	0.015582758054643809	0.020142374990893695	0.03234416977179	0.005728023683657501	0.02477516728788476	0.006322161311020929	0.0
10	26	0.11740858237799753	0.0049086812801958845	0.003424577084775242	0.005230179827448269	0.007790524403246745	0.010920286592116645	0.012529782681390215	0.008928147889887416	0.010063347212694657	0.011075012730791277	0.01711998484306079	0.00498869332123311	0.01278415581036453	0.007645208700792747	0.0
11	45	0.12083417841029237	0.0055326503645319585	0.003939875566641984	0.004859565002853885	0.006459671086996292	0.006752394008712142	0.008421769407321027	0.008787470181536505	0.014983410088847363	0.01513241074514381	0.02288183047788176	0.007556466136010795	0.01208333622553476	0.0034433291182801003	0.0
