	gt	ms_total	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13
0	97	0.24005486627724654	0.00409825933299883	0.0016856917952086004	0.0030874428284775185	0.005347471811990465	0.008097063802135276	0.014076598680471748	0.01784314241582116	0.03284674938887335	0.03618134568477209	0.05139843985583378	0.011998240301861897	0.026995437401575915	0.026398982977225895	0.0
1	89	0.19593832933923827	0.003764859932865674	0.0008684776065318494	0.0017258624016440315	0.003052848969878808	0.004658843827132365	0.008370356001623206	0.010588920917408444	0.019946903885487526	0.026461277935308412	0.05080528796871974	0.016701691026235407	0.03305219989729046	0.01594079896911231	0.0
2	98	0.3136972573810278	0.004713879614573893	0.0018936709541086806	0.0036815697575174134	0.006835447890477792	0.010579566251992158	0.017789574397551855	0.021621654732124893	0.038405545755913	0.04320202797290281	0.07802747306470133	0.02106359705079755	0.0401261033739789	0.025757146564387552	0.0
3	98	0.21610563930223248	0.005205676183139178	0.00264749091719654	0.0037549202736055975	0.005672158001110093	0.007987277208781274	0.013245769355390496	0.01603614414570055	0.02878090927993164	0.03169448795261391	0.048981905288606145	0.013823460906787096	0.02737349014845	0.010901949640919967	0.0
4	44	0.23236059527187208	0.005773066956474044	0.001682291661536672	0.0026821704539003633	0.004060009372171495	0.005282563775380121	0.008340153790321669	0.009716559788264977	0.01673715203228302	0.023811139283865017	0.05074456789981484	0.017715619434456004	0.04986763078951689	0.03594767003388698	0.0
5	8	0.06534440574362974	0.0055994274555058255	0.0005095626324829976	0.000827971491544721	0.0012398889234256443	0.0017717350591322854	0.0033612186929835963	0.004064126234822733	0.005235079889017452	0.009448699350274824	0.010163113663813443	0.004823717567552767	0.00977073833076806	0.008529126452305386	0.0
6	19	0.0930329957098597	0.005861137911089773	0.0008667062990382276	0.0012842008674885724	0.0016937548812533637	0.0019865959948557445	0.0032240750714573746	0.0033009529540336106	0.0039382778942747025	0.010481599547684538	0.016572143413997195	0.00473688349022497	0.02088131569464734	0.01820535168981429	0.0
7	8	0.07556206675163979	0.005735171843516175	0.0004306672194373225	0.0006888522354405941	0.0009325457328456946	0.001221005783215233	0.002431800744503409	0.0027188739719430453	0.0033214416977695406	0.009772540657674788	0.014763921413112172	0.0019941358134490097	0.019397798883495798	0.012153310755237002	0.0
8	2	0.03726694377348834	0.0062466850844408745	0.0005251925461369904	0.0009515736503113604	0.0012565949189691419	0.0013538888446216965	0.0023803265147059527	0.0019370667076985303	0.0003181655018880271	0.005954224661642554	0.003980811255255109	0.008963232553194155	0.0021979085162254597	0.001201273018398491	0.0
9	28	0.0737234206184362	0.0066716613560489895	0.0011486652676692146	0.0015045893220592427	0.0019579496688400125	0.002291953612573939	0.0038747009353682473	0.004116880183201413	0.005051423012081424	0.010211881222050216	0.012948166816757187	0.00431846189741203	0.012462992694940746	0.0071640946294335445	0.0
10	58	0.08536936145192714	0.0044285002278987694	0.0013467116291195397	0.0019472063936013632	0.0027750930765656013	0.003735308836149658	0.005623949904949198	0.005525835207915503	0.007891795308383926	0.011233050933650821	0.01861564510755468	0.002454358578650567	0.016578127960945106	0.00321377828654241	0.0
11	14	0.04673863909597324	0.005959007871807849	0.0004962838866298895	0.0006500747404992123	0.0007354241736209051	0.0007579866204311468	0.0015088215478277875	0.0014855605029737765	0.0007985879506925087	0.006798600752111675	0.006579996824486241	0.0064342763873692106	0.008814968446150019	0.005719049391373019	0.0
12	41	0.10714179613260408	0.005323662904326042	0.0007818344760741306	0.0014332292737542092	0.0024385549292931753	0.003842978848684484	0.006513682151534297	0.0070494808063191455	0.011037553646635476	0.015799201320073362	0.023143330444400364	0.0019313516114171686	0.018072057594019857	0.009774878126072365	0.0
13	17	0.2267184539380661	0.004672427145845366	0.0011782549476487155	0.0024027395405919485	0.004697022300586084	0.008689072799907492	0.01464133347641369	0.014970941992328629	0.02566983666799573	0.03335160335756343	0.056038075788234026	0.012223353032589618	0.03408118007986061	0.014102612808500802	0.0
14	15	0.0810062629504561	0.004680949407108988	0.001460664915457172	0.0027672753673482113	0.0027220703697361107	0.0011980129483236397	0.002192154730151423	0.002759289807154708	0.004992631801670079	0.010463799195563431	0.018237588824646697	0.0020208998897716284	0.02118062072083983	0.006330304972684176	0.0
15	32	0.1461731242633259	0.0052253083954058865	0.0006875664761368081	0.0013358769852852587	0.0025272552526044334	0.004231711689655023	0.008074629774311429	0.009289959731187764	0.014114162867060676	0.01909513053134463	0.026644950027831592	0.002925454237827145	0.036159572969020906	0.015861545325654373	0.0
16	45	0.09796959887296561	0.00411690112907802	0.0006015138718029035	0.000998169798450102	0.0015834590420656658	0.0024108037364172375	0.004592946346879902	0.006075675972160002	0.011074795840934815	0.01528953642744841	0.021251880415739884	0.0022421559125312246	0.018954845176903448	0.008776915202554	0.0
17	0	0.14291780480569047	0.003925748690010045	0.0003953316516833029	0.0006868932793243753	0.001140573470514738	0.0017537193907167957	0.0033896169170131883	0.0042638108953146955	0.007490408118933997	0.013985306236977246	0.031042278194827064	0.01107569210060821	0.049738182473885936	0.01403024338588088	0.0
18	2	0.14532702669535108	0.003479727485686198	0.00043463425230020843	0.0007307616172814372	0.001212896051267409	0.0018685645715068285	0.0035162632534150168	0.004451700408915575	0.008131886641641207	0.013645161692417009	0.03107900858595123	0.010303039177871603	0.049354915866818436	0.017118467090278942	0.0
19	3	0.19033807802469782	0.00458970745119991	0.0010180184514012756	0.0013126773090735154	0.001885052535111139	0.0026609812227980202	0.004682324778925601	0.005858938175031707	0.011090215716136378	0.01764996176981346	0.040816041625126934	0.018349840566186545	0.06261856549575934	0.017805752928134005	0.0
20	8	0.2054901470776353	0.005296763370994564	0.0026302039999121546	0.004699105820923796	0.007584611102665357	0.010271421152256205	0.013972270387742257	0.01121225746460044	0.0132792948393784	0.017615136262423926	0.04174535694376703	0.015876848496012955	0.04514703079572338	0.016159846441234846	0.0
21	5	0.1365180144234222	0.0047424593638756	0.00032530347906246915	0.0006151178282701723	0.0010688198770807524	0.0016972748337640352	0.00341533214303496	0.004246422115089099	0.007199137646433185	0.014186171397445164	0.02780873337222088	0.005991900693931591	0.03832359527338397	0.026897746399830322	0.0
22	60	0.16314708273936893	0.004597873565787045	0.0007159146916783024	0.0011732493144542557	0.002015955273677806	0.0032914785706631205	0.0064693138821431476	0.008724486366722935	0.017851990659670296	0.027614440493580958	0.05197175176979775	0.012070585860643536	0.023651672462167143	0.002998369828382608	0.0
23	29	0.1353567851003082	0.004728697144688076	0.0016741827871652399	0.002293691091804305	0.0031900299967531232	0.004420373125615393	0.008291947198888054	0.011358276418210609	0.02062638363118064	0.019856529571106174	0.030166309220754597	0.0045869658631645825	0.0166137940093993	0.007549605041578113	0.0
24	26	0.15794380871308125	0.0044861343273729475	0.0009415158877360112	0.00172963739465808	0.0030604255344899457	0.00479821753555468	0.009129027037543844	0.013265292139731804	0.02522024710058232	0.0255186106811228	0.0390999997504574	0.005203730397878874	0.017502636246553828	0.007988334679398714	0.0
25	12	0.04067951569156151	0.00524090110494494	0.0007065187622910926	0.0011107448426147032	0.0015158386239259108	0.0018508619536579721	0.0031504195297851825	0.0025111834758068407	0.001772252698539725	0.00644806103530419	0.006247075381407865	0.006038949552123706	0.003017446816453405	0.0010692619147059728	0.0
26	51	0.15454891737002546	0.00461490256743825	0.0005168888249365127	0.0008778005445890863	0.001514014898277749	0.0024355226557662645	0.0048747278894386	0.006110863105411242	0.009647278024783079	0.015594302632366431	0.03208866667452945	0.009093779082646072	0.042234599344935696	0.024945571124907032	0.0
27	3	0.4167302076712722	0.004387334070857046	0.0009651877969999371	0.0014452189556009628	0.0023459439603034215	0.0035657816754307596	0.006388916115874218	0.00815090686033034	0.015639814574767208	0.02306400342042878	0.055634777057943605	0.02225576592438258	0.08923780990632657	0.18364874735202685	0.0
28	23	0.06785071744818298	0.004936469946814428	0.00023623116714384965	0.00046406379534017113	0.0007881724229682819	0.0011953187071324623	0.002487233944178873	0.0028908811916634595	0.0038441581208064676	0.010107040446398426	0.01639950565597012	0.001360407195613045	0.016520453437208055	0.006620781416945337	0.0
29	77	0.2017805352548795	0.004380103346194003	0.0009574698148658669	0.001796217273712764	0.003318420182581681	0.005378991716773571	0.010039243239355646	0.013055396913491748	0.023498223597927803	0.027158967496563567	0.04414991280114375	0.009830777078640718	0.029416934213918777	0.0287998775797096	0.0
30	54	0.12557874638845823	0.005181752901459935	0.0006549109366252679	0.001185104700148085	0.0021111188001437875	0.003333230687033159	0.006410229506668783	0.008506867733358748	0.014951013030617293	0.020979487155898258	0.031847387064670794	0.004904428807670602	0.02224272133462751	0.003270493729535993	0.0
31	77	0.1922217023613378	0.0036026586882824127	0.0008021459650121454	0.0015268831841375456	0.0028565459561384534	0.004833274303983124	0.009093697069939673	0.011786426420446389	0.0226982934644729	0.026355590739622375	0.04366164109812655	0.011585399337666405	0.03627008610886881	0.01714906002464104	0.0
32	86	0.17673086236792918	0.00364102680380408	0.001446341258036602	0.0024190464850638734	0.004157634673607387	0.006685233717327972	0.01173938840788025	0.01430264898043459	0.027633176664790843	0.03186516746385509	0.047616608829341794	0.007871776825751175	0.013880012565885988	0.0034727996921495256	0.0
33	36	0.15371635873466358	0.003332695021787989	0.0006667304527889959	0.0011859311415564726	0.0020971243375370666	0.003435978582628732	0.006223386241335303	0.007396546097172746	0.012631123747435778	0.017103222776192886	0.035895134665571496	0.011946589220247956	0.03899991763930293	0.012801978811105216	0.0
34	91	0.21059564044165602	0.004789169607882199	0.0017471994752333796	0.0028890882326385765	0.0050320604517391085	0.007873922033483723	0.013381856717965306	0.01659480031907005	0.028634076683968977	0.02981819474234218	0.04797918230686109	0.012706819337223747	0.02775142810423139	0.011397842429016296	0.0
35	25	0.16324230146841479	0.003887176313672201	0.0007349095135845317	0.0010834571103495812	0.0016678833120690089	0.002501108862056571	0.004765098501455364	0.006720874297014855	0.013306274561456385	0.019223766967048604	0.0395992789107267	0.013066464649976267	0.0359723825298615	0.020713625939143228	0.0
